Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Outdoor Air Enthalpy [J/kg](TimeStep),Environment:Site Outdoor Air Density [kg/m3](TimeStep),Environment:Site Rain Status [](TimeStep),BLOCK5:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE4:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE3:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE7:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE6:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE5:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE2:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK3:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK6:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK2:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),PEOPLE BLOCK5:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE4:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE3:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE7:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE6:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE5:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK3:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK6:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK2:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON) 
 09/03  06:00:00,6.2,98.,0.0,0.0,0.0,0.0,20756.4664936405,1.2469302491465,0.0,18.6033942598267,16.4753808697007,19.6656998244548,21.6540836796304,20.3139341885207,21.3207824935117,20.4738218477802,19.5649863736751,11.2542249791851,18.9848449010514,11.8052079110183,-1.14907284639,-1.77379346387119,-3.99103511702703,-1.04522576302345,-3.45022728370596,-0.587606067523916,-0.908219446441906,-1.12620360023359,-2.94114861762233,-1.12461896666628,-2.74206698023267 
 09/03  07:00:00,5.5,100.,0.0,0.0,0.0,0.0,19637.0071345358,1.25038673142157,0.0,18.5385835026658,16.0655225331605,16.5909119582448,21.5068287119791,19.45238152458,21.1500036978484,20.3197995956085,18.8315161560294,10.7073988078991,18.7430498812672,11.196147369223,-1.16055471184736,-1.79473980692574,-3.5737409703912,-1.07869620242583,-3.35176038933344,-0.642647792809002,-0.930591993469837,-1.09084490667565,-3.06105033520786,-1.18677696958973,-2.90001459462597 
 09/03  08:00:00,7.4,100.,0.2,0.0,52.,63.,23579.9186401331,1.23910661082953,0.0,18.6675558168959,16.1070246805788,19.3220593087654,21.0988630980112,19.8919353985592,20.891925637646,20.132770838524,19.0187371314285,11.1078782748178,18.6271405188299,12.3631655961282,-1.17630426428269,-1.8644698914464,-4.29141719114042,-1.11075692413638,-3.54364748539639,-0.651414716044274,-0.951086094164504,-1.19733667151166,-3.10660546142464,-1.22470494679271,-2.8906913996216 
 09/03  09:00:00,9.2,91.,0.5,90.,134.,269.,25872.9676307452,1.23084718433865,0.0,18.7656719215133,16.0749154980678,18.1802081220119,19.5847155967426,18.8539065577834,21.2840413244533,18.0865294526272,18.4788881347845,13.378452076962,18.567066575171,16.3894514897749,-1.15731676412557,-1.8553984297562,-3.67309602330759,-1.17309384048634,-3.3962802158605,-0.604940348263064,-0.967783560773233,-1.16742815317976,-2.84173487883954,-1.21721017806034,-2.30851463638551 
 09/03  10:00:00,11.,80.,0.8,90.,170.,477.,27564.2107426343,1.2231578688912,0.0,18.8573881958399,16.5213388960534,19.6207602389774,19.8693810583319,18.9744141216754,20.4591983027433,19.1944594085205,19.1872463406974,16.3519880966453,18.8581470887632,22.1054739952952,-1.142019393504,-1.84057348238397,-3.91242505488126,-1.38492001340375,-3.61130488015949,-0.377672150686033,-1.24438059222855,-1.2256792191024,-2.14087199356708,-1.17927422023904,-1.14225220657721 
 09/03  11:00:00,12.9,69.,1.,90.,225.,488.,29139.8494299959,1.21410090296258,0.0,18.9271783336016,16.7870017141206,19.6151984264963,19.9269693891883,19.0043885738621,20.8341694583673,19.3345834010757,19.4365210338072,19.4027897514436,19.702952241063,27.0490002234457,-1.12755717064369,-1.75487065876233,-3.58932316781949,-1.30902040000607,-3.58176770504501,-0.327054560975964,-1.08106520888418,-1.10746629223793,-1.31559974816235,-1.06453150756118,0.193758103448169 
 09/03  12:00:00,14.7,60.,1.3,90.,254.,614.,30602.1702630718,1.2067882192034,0.0,18.988795188648,17.094185463636,19.667845079654,19.9961344238438,18.942273303713,21.1925756649823,19.3557743736028,19.7127674985881,20.4786770089492,20.370332285031,32.0074594109088,-1.11581468745323,-1.68989257176787,-3.57526876788354,-1.25430257559973,-3.57314137096441,-0.10271569990576,-1.04691276224215,-1.04956221150517,-0.441438578699296,-0.840599506887435,1.47553142545382 
 09/03  13:00:00,16.5,53.,1.6,90.,254.,595.,32309.3983946215,1.1981900445415,0.0,19.0902755839258,17.439556729494,19.820542463607,20.2978259499546,19.2723904629309,21.6005362779617,19.7995048928004,19.9873218707431,21.8483235746647,21.1956294139259,35.458682970226,-1.10589032124393,-1.62538260154932,-3.55196565272133,-1.20622003137468,-3.58363650215081,5.620980201588233E-02,-1.04090026092997,-1.00442381694001,-5.406148072426060E-03,-0.672008329459833,2.58359889430659 
 09/03  14:00:00,18.4,46.,1.8,90.,240.,619.,33900.5985391591,1.19063571676479,0.0,19.2065090752793,17.8606608672703,19.8398991554296,21.3490130757894,19.920887877703,22.5962114243579,20.206630614102,20.4113160247229,23.153143938908,21.9386771907187,38.3704766228779,-1.08871626995376,-1.54614169873493,-3.50655787550573,-1.12509886990886,-3.51296547582214,0.218474021913043,-0.964735608432136,-0.944655846077325,0.418763705683018,-0.473626918141584,3.41509752892674 
 09/03  15:00:00,20.2,41.,2.1,90.,251.,540.,35699.0052506783,1.18217641017574,0.0,19.3578916855142,18.7253729067005,20.8541439869831,22.5824439662314,21.3929903960422,23.681705078712,21.7415701531395,22.0849581244408,23.2427162486004,22.7950669952404,40.5725039964289,-1.06962740148015,-1.45246474580524,-3.48813570360037,-0.918772505080352,-3.35883453848687,0.420399628619815,-0.8907607690706,-0.864753904803509,0.685081981009119,-0.293744963630965,4.11335246003586 
 09/03  16:00:00,19.,46.,1.7,90.,177.,509.,35122.212349154,1.1865535363946,0.0,19.3590376934426,18.5647059445633,20.05308328296,22.3291649122073,20.1496814666078,23.598114907109,20.9554912143524,20.8768522818183,23.6746252985894,23.0416483474886,40.1779773396695,-1.04509551894432,-1.30235487049908,-3.26152637918206,-0.703084461180582,-3.02861098241211,0.563671023203714,-0.65612271666368,-0.615875134694302,0.618316794333326,-0.130846271942293,4.38066706175834 
 09/03  17:00:00,17.9,51.,1.4,90.,115.,352.,34567.4709783202,1.19061665294467,0.0,19.3595040508971,18.6979095649795,19.6033622064125,21.505720434517,19.7559872549057,22.7684589439941,19.8935853190173,20.8554969867304,22.6620395304419,22.9360899986693,37.0831028356049,-1.04175272088067,-1.29649284857104,-3.42012160820997,-0.738952447105345,-3.26741010856131,0.45811498063656,-0.75964461547871,-0.771695755100758,0.476946317058785,-0.102788062894257,3.99882716077612 
 09/03  18:00:00,16.7,57.,1.,90.,61.,164.,33949.1178782956,1.1950937733306,0.0,19.3217149917136,18.6000046412585,19.1422077597188,20.6059718265975,19.3073334909893,21.8009048342655,19.325063062711,20.3878358607125,21.5117199139048,22.824673805724,32.8555962799699,-1.0385515964923,-1.25974102846124,-3.49166796150712,-0.877162696875174,-3.33420885763637,0.220982036051447,-0.904396410371612,-0.769324956353837,4.444908445533510E-02,-0.155765329374852,2.99353388153293 
 09/03  19:00:00,15.5,64.,0.7,90.,0.0,0.0,33421.918390662,1.19953894615292,0.0,19.2583861588414,18.5184913141503,19.0301200253911,20.4582907577785,19.2737851477561,21.5196325426366,19.3093346102917,20.2497002676937,20.4716296248128,22.3324019793653,28.2911886472291,-1.04086835784049,-1.26514636245134,-3.57734540819516,-1.03139413609487,-3.42050517277141,-2.245096767166978E-02,-1.00154386145748,-0.833654785460318,-0.412314335446837,-0.225004358008655,1.83258310478922 
 09/03  20:00:00,14.4,72.,0.3,90.,0.0,0.0,33168.8439533947,1.20347170829664,0.0,19.2019955683046,18.4621785212335,18.8899361910629,20.4054303938122,19.1394925256544,21.3441836894638,19.1989615928525,20.1651243645957,19.8189272777644,21.8373323187134,24.4721088609838,-1.04623156865984,-1.27504666013368,-3.58705478063236,-1.06016742816328,-3.41769657849081,-0.121839579567267,-0.993034924604758,-0.847717272919438,-0.78052560824102,-0.332546358433372,0.808479650215123 
 09/03  21:00:00,13.2,81.,0.0,0.0,0.0,0.0,32713.8453211756,1.20793194616507,0.0,19.1754163840455,18.6400482893277,19.2723890198816,22.576687258233,19.5878775582818,22.8894714747384,21.3132883823667,21.1066604436051,18.6358737185805,22.438341039243,21.9339321127077,-1.04954249637103,-1.2849118021384,-3.59438473415099,-1.07074490392556,-3.43079508058211,-0.189208053937693,-1.01861465422575,-0.858465530298488,-1.0435337999495,-0.438865966281899,-1.432285128729762E-02 
 09/03  22:00:00,12.9,85.,0.9,0.0,0.0,0.0,32979.1114906043,1.20876465672705,0.0,19.1551903822139,18.7120793559067,19.2258431467194,23.29650885261,19.8032127158894,23.5964177711825,22.0057713435486,21.6500627348796,17.513047246704,22.1740220145422,20.3271922366062,-1.04829571391183,-1.26460232467434,-3.49261673913678,-0.729256529268044,-3.29925669695005,4.219055014788748E-03,-0.708649605779024,-0.71803300300007,-1.3206916950096,-0.371440243011108,-0.544564520037658 
 09/03  23:00:00,12.6,88.,1.9,0.0,0.0,0.0,32980.0012287639,1.2098003079881,0.0,19.1638299906381,18.2415462072231,18.8716884422687,23.4191037834394,18.9784059781364,23.5836769616862,22.1295691070061,20.1895965281847,16.7491168518981,21.951546086112,19.1839980448369,-1.03984273577702,-1.26044306216021,-3.48796540490447,-0.615648832824351,-3.22314040160184,7.378818523878183E-02,-0.601109226539214,-0.637406833683422,-1.55534513297229,-0.431692494951189,-0.88959993517364 
 09/03  24:00:00,12.3,92.,2.8,0.0,0.0,0.0,33189.642539355,1.21067921036201,0.0,19.1970742299181,18.09615449842,18.7269235153088,23.3526704450892,19.5838524987278,23.4563684962447,22.1186044347115,20.1422641396567,16.2375992896877,21.7296557494591,18.4530640549603,-1.03369598494387,-1.33335680660861,-3.54491453241707,-0.59793236683689,-3.40878014582701,4.272973648457851E-02,-0.575304590559635,-0.838746303271179,-1.71866876567153,-0.481562475604681,-1.13702716676039 
 09/04  01:00:00,12.,96.,3.7,0.0,0.0,0.0,33413.4634039925,1.2091382005044,0.0,19.2646670593235,17.9401981190935,18.2946707674987,23.2655707254644,19.6123245279291,23.2903130745953,22.0795743801705,20.0515895259824,15.9994992042031,21.5547515627027,18.0307338882818,-1.02492157342154,-1.36186440851988,-3.56758803967007,-0.609986929418033,-3.24803736792652,-2.226747337533775E-03,-0.571416214169097,-0.84415410558651,-1.81938552194976,-0.52828312927967,-1.28885443929391 
 09/04  02:00:00,11.5,97.,3.7,0.0,0.0,0.0,32418.2201085293,1.21163161509932,0.0,19.2727520979094,17.7693878743738,18.4689992270862,23.1988911088714,18.9850149683252,23.1086471820961,22.0272824910028,19.8823577903068,15.7230836013312,21.4085999295094,17.454313554021,-1.00722834248483,-1.38358929504811,-3.65684390327073,-0.62134054532712,-3.21778922713223,-5.214042856960418E-02,-0.570078412875861,-0.847793835811727,-1.87166088298489,-0.564415352253971,-1.40024493289501 
 09/04  03:00:00,11.,97.,3.7,0.0,0.0,0.0,31198.6461619109,1.21551645055565,0.0,19.2412952871038,17.5921886290194,18.2278260859978,23.086514077591,18.9951977141562,22.9337651820247,21.9381510055993,19.8067421134247,15.3997613218637,21.2546249891455,16.9087576545214,-1.00243483841833,-1.41730958756678,-3.6405726519424,-0.633582466296434,-3.38330601706763,-0.105685750032178,-0.573671131989169,-0.874022981812537,-1.93885403483246,-0.597221713537095,-1.53666950471314 
 09/04  04:00:00,10.5,98.,3.7,0.0,0.0,0.0,30224.2950128183,1.21801540769329,0.0,19.2002796345595,17.4906339088397,18.327662562385,22.9744155229125,19.0503075003939,22.7736829792829,21.8618194723215,19.8156708882819,15.0487325392998,21.1102637861098,16.3717942862397,-1.00354623656247,-1.45443578824531,-3.67953003846177,-0.653600067374162,-3.40279530151797,-0.157092183232178,-0.582684875990179,-0.892830063325387,-2.014799064044,-0.629679427827387,-1.66560906006175 
 09/04  05:00:00,10.,99.,3.8,0.0,0.0,0.0,29237.1748465551,1.22174915852836,0.0,19.2294207701953,17.3751433239637,17.9533248190127,22.8992420705416,19.3474664218141,22.6477584012452,21.7985171087252,19.8501120054015,14.7279568238761,20.9568420710342,15.8616354285732,-1.00805418589415,-1.4843960773437,-3.70080652936488,-0.677375141994851,-3.41600427578245,-0.209356100091006,-0.59424869104748,-0.901937324932679,-2.10240940527366,-0.663299713422421,-1.79308946098379 
 09/04  06:00:00,9.5,99.,3.8,0.0,0.0,0.0,28087.0091623173,1.22440509230154,0.0,19.1652021580467,17.1209575633045,17.6357014851628,22.7290136767735,19.2977254092752,22.4415706642574,21.6525769253352,19.5626845774338,14.308369971888,20.7867739476241,15.3586437135775,-1.00302500697619,-1.51919968243485,-3.81102995815303,-0.69691539139966,-3.37632663011401,-0.256542121353322,-0.605619183286218,-0.90905307455831,-2.1870208340978,-0.699132424438842,-1.91470942901155 
 09/04  07:00:00,9.,100.,3.8,0.0,0.0,0.0,27121.3517361209,1.22814909992294,0.0,19.1270905761896,17.015865515364,18.1235322926011,22.5888131319128,19.0737007790813,22.2778996388854,21.5488005892693,19.5347640499323,13.938409541885,20.6193641135137,14.8859047729011,-1.01353745549429,-1.57741616845628,-3.86736201114917,-0.733143016143755,-3.41131395646556,-0.315323962360713,-0.630375605002958,-0.958946120601711,-2.28802528939024,-0.736556718186376,-2.03113465953896 
 09/04  08:00:00,10.,93.,3.7,0.0,85.,10.,28042.7409833148,1.22388638544237,0.0,19.101763576285,17.3486565083466,19.7609852507236,21.7040599678753,19.1327017103663,21.6802851291535,20.9981528826099,20.6396187127628,15.9052439229596,19.9120617044802,16.7046344123695,-1.02043177094731,-1.6031343724261,-3.80326060541796,-0.761505028457593,-3.45260424430912,-0.327872303728682,-0.641206556858666,-0.968254274310104,-2.27998530186812,-0.760046859817427,-2.04483208690978 
 09/04  09:00:00,11.,87.,3.6,270.,158.,1.,29043.5291518885,1.22080484272919,0.0,19.0451533481689,17.0156438009506,18.5227928425368,19.4264768526943,19.4158232198204,19.9536642249285,19.5363176708301,19.5722743589563,16.3923455217093,19.5242549746139,17.0574305032033,-1.02536712597009,-1.55961731147466,-3.44116479920893,-0.9115826693153,-3.45814142453404,-0.396061989492574,-0.715125338990473,-0.812199829925021,-1.91296689275734,-0.861624032648658,-1.63110368068038 
 09/04  10:00:00,12.,82.,3.5,270.,310.,111.,30189.8619153082,1.21642530911762,0.0,19.114838444857,17.2602722219383,19.7575439980674,19.1288301051597,19.1014866591958,22.4686200652109,19.0773370296564,19.6622765182483,17.2325589389587,19.3885585929377,19.8333409360122,-1.03566148771247,-1.59159687282248,-3.69465132902557,-1.25041013391899,-3.38081623430065,-0.558243641849845,-0.910035319264548,-0.955051331704539,-1.64412011541827,-0.871780185515856,-1.26807535091723 
 09/04  11:00:00,13.,77.,3.4,270.,331.,257.,31258.9642587994,1.21213546509864,0.0,19.1621282947096,17.5473300602797,19.5597118605746,19.5881346969223,19.4000637801764,20.2754859724576,19.4013375333125,19.8498543433549,19.5282447540083,19.8829470322612,23.0267976961216,-1.02681036608172,-1.53736197073578,-3.42999441835985,-1.29560146450987,-3.44668962210247,-6.663045899074350E-02,-0.961111271149797,-0.935000843640258,-1.25462370665582,-0.850115064082835,-0.477885979393206 
 09/04  12:00:00,14.,72.,3.3,270.,318.,259.,32240.9042866859,1.20794177824583,0.0,19.1572973023178,17.6587359251612,17.6864334437348,19.8467765571256,19.2160007029251,20.7786831252366,19.673202733395,19.841680085206,20.3772123218528,20.2416897375376,24.7266049708631,-1.02022614566899,-1.47770239838507,-3.4629032874428,-1.2064045696572,-3.38125393400315,-0.282568711667469,-0.911915022041236,-0.899189200890174,-0.674639626243826,-0.72815732152738,0.284119833333965 
 09/04  13:00:00,15.,67.,3.2,270.,271.,286.,33125.000997214,1.2038511930283,0.0,19.2097487561632,17.8892155526943,19.4869614588981,19.8206971526959,19.1757828834068,20.8301041259943,19.2457746107462,19.9412807811371,20.5764563784596,20.0441612137698,24.8608385844004,-1.02138436067403,-1.44418620039224,-3.90455364410786,-1.14494895239814,-3.41016759597721,-0.164965037807049,-0.872728960333247,-0.89437557976304,-0.402772515348349,-0.645320921678419,0.651913945353838 
 09/04  14:00:00,16.,63.,3.1,270.,342.,156.,34190.5588301545,1.19965202712888,0.0,19.2966694737299,18.1070208358731,19.3057829385371,19.8246455264756,19.0342065746071,20.9460646795745,19.8886529426794,19.9750271853643,21.1102901750935,20.2910142613506,24.303620592728,-1.01353578485168,-1.39216677048837,-3.49658185946527,-1.13638972371532,-3.41041070162785,-0.139814366907907,-0.924866878693901,-0.875153657078779,-0.289949550026289,-0.654375324037892,0.684882478936573 
 09/04  15:00:00,17.,59.,3.,270.,257.,291.,35173.060734287,1.19554417954259,0.0,19.3645563075752,18.4127086198384,19.3706798973342,20.3040151332643,19.5696670086054,21.4097849689258,20.2617010924485,20.3842544010169,21.7068595663733,20.4593358489184,24.3132779120656,-1.00031727544628,-1.33895911378607,-3.52734833509114,-1.13327018719316,-3.43004189471103,-7.429378094514606E-02,-0.830139803978143,-0.857757729108181,-0.142986312281148,-0.583453374233868,0.716636002276914 
 09/04  16:00:00,16.2,63.,2.6,270.,160.,313.,34629.7248901093,1.19864552475248,0.0,19.3532204218328,18.4771259824235,19.4366809389552,20.3063643059202,19.1852886443404,21.3352464517276,19.859388886185,20.4064905572631,21.598593811227,20.481151809066,24.2748048149114,-0.989709301712548,-1.27650657902149,-3.50080838176026,-1.06671960117952,-3.31591798402927,-2.980958741876338E-02,-0.785260184782875,-0.796587950048858,-5.402783921858685E-02,-0.557897723806882,0.715260956056826 
 09/04  17:00:00,15.3,67.,2.2,270.,138.,165.,33767.9096514512,1.20353813338944,0.0,19.3226837755154,18.5559726911555,18.6274250121657,19.7745172712917,19.2383441288748,20.8148632740908,19.1558265940065,20.2263895927189,21.3573766878196,20.3089968888303,23.1313592230628,-0.989910826214848,-1.25421669165984,-3.46977760607143,-1.07051849222178,-3.4095375956318,-0.118120073899417,-0.846618139338458,-0.785588795318888,-0.186145727110124,-0.571089626609654,0.454098808289188 
 09/04  18:00:00,14.5,72.,1.7,270.,59.,124.,33336.8155040439,1.20659439292438,0.0,19.2752233667902,18.5497521644227,18.6179027130753,19.9369690679491,19.7165075399313,20.9111314872917,19.1479870421802,20.3876201614035,20.8421846692676,20.534897476445,22.1383286091403,-0.99357583775717,-1.23935123020315,-3.64691541723035,-1.16745139438135,-3.40537304461535,-0.274486974543329,-0.96824542098601,-0.815223579531119,-0.404816907102195,-0.623636356794253,5.845026627269515E-03 
 09/04  19:00:00,13.7,77.,1.3,270.,0.0,0.0,32813.6405993681,1.20973753331888,0.0,19.2225828719367,18.4559294610239,18.3483185396384,20.1340004355931,19.0934590689552,20.820411100757,19.5416433236195,20.2023603651742,20.3705361841081,20.4670226840052,20.5512372711616,-1.00004100087378,-1.24466243828258,-3.6249675326114,-1.16525637026266,-3.31026005535486,-0.338347175764186,-1.0024845413886,-0.797229965987125,-0.676978456286617,-0.629719333942433,-0.458226447981202 
 09/04  20:00:00,12.8,82.,0.9,270.,0.0,0.0,31957.5782512272,1.21470242964403,0.0,19.2001019090959,18.373687339216,18.6582698549602,19.917736611212,19.1609264230679,20.5584542952248,19.3109480629995,20.0860619562518,18.7070816474114,20.8323612780726,18.6724686302402,-1.00675143645125,-1.26449479928491,-3.67197058437858,-1.14336300220834,-3.43573770032525,-0.406548806304679,-0.940953550088427,-0.828772885523833,-0.943441815757738,-0.677477880181019,-0.875714084578182 
 09/04  21:00:00,12.,88.,0.5,270.,0.0,0.0,31493.9604552072,1.21784084299022,0.0,19.1737244946846,18.3249111787308,18.4051784465211,21.8384068266336,18.9316041948354,21.8987514468168,20.7370225494643,20.6896542891298,17.1263256242026,21.3633065266651,17.2164463148799,-1.00951160629004,-1.28711997806839,-3.628532010551,-1.18315008823284,-3.42562661147571,-0.479665502606035,-0.999462254362942,-0.85152565865716,-1.32713818091819,-0.64840778745549,-1.29345311718091 
